run_accession	accession	accessionVersion	authors	authorAffiliations	submitter	groupName	geoLocCountry	geoLocAdmin1	sampleCollectionDate	releasedDate	ncbiVirusName	sequencingInstrument	sequencingAssayType	sequencingProtocol	sequencedByOrganization	bioprojectAccession	biosampleAccession	library_source	library_strategy	library_selection	instrument_platform	instrument_model	read_count	base_count	first_public	insdcRawReadsAccession_raw
SRR34716529	PP_006WMGG	PP_006WMGG.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-09	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140179	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	455991	102170008	2025-08-04	SRR34716529
SRR34716528	PP_006WMHD	PP_006WMHD.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-09	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140180	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	457547	99490106	2025-08-04	SRR34716528
SRR34716527	PP_006WMJB	PP_006WMJB.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-10	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140181	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	457641	50298025	2025-08-03	SRR34716527
SRR34716526	PP_006WMK9	PP_006WMK9.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-12	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140182	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	455015	48809593	2025-08-03	SRR34716526
SRR34716525	PP_006WML7	PP_006WML7.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-12	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140183	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	362778	25305236	2025-08-04	SRR34716525
SRR34716524	PP_006WMM5	PP_006WMM5.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-12	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140184	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	449214	49172840	2025-08-03	SRR34716524
SRR34716523	PP_006WMN3	PP_006WMN3.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-13	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140185	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	373623	25048905	2025-08-04	SRR34716523
SRR34716522	PP_006WMP1	PP_006WMP1.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-16	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140186	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	472558	104288548	2025-08-04	SRR34716522
SRR34716521	PP_006WMQZ	PP_006WMQZ.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-17	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140187	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	375729	76026044	2025-08-04	SRR34716521
SRR34716520	PP_006WMRX	PP_006WMRX.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-17	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140188	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	471249	103924145	2025-08-04	SRR34716520
SRR34716518	PP_006WMSV	PP_006WMSV.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-17	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140189	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	369744	81273233	2025-08-04	SRR34716518
SRR34716517	PP_006WMTT	PP_006WMTT.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-18	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140190	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	442882	95478928	2025-08-04	SRR34716517
SRR34716516	PP_006WMUR	PP_006WMUR.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-20	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140191	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	218995	47194731	2025-08-04	SRR34716516
SRR34716515	PP_006WMVP	PP_006WMVP.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-22	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140192	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	346911	81463521	2025-08-04	SRR34716515
SRR34716514	PP_006WMWM	PP_006WMWM.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-22	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140193	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	479389	115601448	2025-08-04	SRR34716514
SRR34716513	PP_006WMXK	PP_006WMXK.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-22	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140194	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	138760	33062881	2025-08-04	SRR34716513
SRR34716512	PP_006WMYH	PP_006WMYH.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-23	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140195	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	413311	97695219	2025-08-04	SRR34716512
SRR34716511	PP_006WMZF	PP_006WMZF.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-24	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140196	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	477227	115513940	2025-08-04	SRR34716511
SRR34716510	PP_006WN0D	PP_006WN0D.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-24	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140197	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	479578	116402299	2025-08-04	SRR34716510
SRR34716509	PP_006WN1B	PP_006WN1B.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-25	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140198	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	389164	96002597	2025-08-04	SRR34716509
SRR34716507	PP_006WN29	PP_006WN29.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-25	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140199	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	356162	87330041	2025-08-04	SRR34716507
SRR34716506	PP_006WN37	PP_006WN37.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-05-27	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140200	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	474794	115721460	2025-08-04	SRR34716506
SRR34716505	PP_006WN45	PP_006WN45.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-06-01	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140201	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	418968	45402640	2025-08-03	SRR34716505
SRR34716502	PP_006WN53	PP_006WN53.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-06-07	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140204	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	485614	116101205	2025-08-04	SRR34716502
SRR34716501	PP_006WN61	PP_006WN61.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-06-09	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140205	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	436951	105569788	2025-08-04	SRR34716501
SRR34716500	PP_006WN7Z	PP_006WN7Z.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-06-12	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140206	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	457046	49161694	2025-08-03	SRR34716500
SRR34716499	PP_006WN8X	PP_006WN8X.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-06-14	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140207	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	453434	49715385	2025-08-03	SRR34716499
SRR34716498	PP_006WN9V	PP_006WN9V.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-06-15	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140208	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	254438	55593496	2025-08-04	SRR34716498
SRR34716496	PP_006WNAT	PP_006WNAT.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-06-15	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140209	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	453395	49274994	2025-08-03	SRR34716496
SRR34716495	PP_006WNBR	PP_006WNBR.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-06-16	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140210	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	450664	110253382	2025-08-04	SRR34716495
SRR34716494	PP_006WNCP	PP_006WNCP.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-06-19	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140211	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	470720	118680535	2025-08-04	SRR34716494
SRR34716493	PP_006WNDM	PP_006WNDM.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-06-20	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140212	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	100565	25321509	2025-08-04	SRR34716493
SRR34716492	PP_006WNEK	PP_006WNEK.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-07-05	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140213	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	460962	109020077	2025-08-04	SRR34716492
SRR34716491	PP_006WNFH	PP_006WNFH.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-07-05	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140214	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	461632	60369768	2025-08-04	SRR34716491
SRR34716490	PP_006WNGF	PP_006WNGF.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-07-11	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140215	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	452372	48648621	2025-08-03	SRR34716490
SRR34716489	PP_006WNHC	PP_006WNHC.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-07-12	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140216	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	453375	48422283	2025-08-03	SRR34716489
SRR34716488	PP_006WNJA	PP_006WNJA.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-07-12	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140217	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	455719	49595917	2025-07-28	SRR34716488
SRR34716487	PP_006WNK8	PP_006WNK8.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-07-12	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140218	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	453900	47761750	2025-08-03	SRR34716487
SRR34716485	PP_006WNL6	PP_006WNL6.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-07-18	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140219	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	459031	52122752	2025-08-03	SRR34716485
SRR34716484	PP_006WNM4	PP_006WNM4.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-07-26	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140220	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	457399	49204410	2025-08-03	SRR34716484
SRR34716483	PP_006WNN2	PP_006WNN2.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-07-27	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140221	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	456111	48485097	2025-08-03	SRR34716483
SRR34716482	PP_006WNP0	PP_006WNP0.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-08-02	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140222	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	449337	46684736	2025-08-03	SRR34716482
SRR34716481	PP_006WNQY	PP_006WNQY.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-08-03	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140223	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	459708	59588373	2025-08-04	SRR34716481
SRR34716480	PP_006WNRW	PP_006WNRW.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-08-04	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140224	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	458616	58170205	2025-08-04	SRR34716480
SRR34716479	PP_006WNSU	PP_006WNSU.1	Chung, Y.-S.; Yi, H.; Choi, M.-M.; Kim, J.-W.; Jung, S.; Lee, M.; Lee, S. E.; Sim, G.; Lee, J. H.; Shin, H.; Choi, C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	South Korea		2023-08-07	2026-05-14	Orthopoxvirus monkeypox					PRJNA935252	SAMN48140225	GENOMIC	Targeted-Capture	Hybrid Selection	ILLUMINA	Illumina MiSeq	460627	64650664	2025-08-04	SRR34716479
